radio_flux_10.7cm_t5;radio_flux_10.7cm_t4;radio_flux_10.7cm_t3;radio_flux_10.7cm_t2;radio_flux_10.7cm_t1;sesc_sunspot_number_t5;sesc_sunspot_number_t4;sesc_sunspot_number_t3;sesc_sunspot_number_t2;sesc_sunspot_number_t1;sunspot_area_t5;sunspot_area_t4;sunspot_area_t3;sunspot_area_t2;sunspot_area_t1;goes15_xray_bkgd_flux_t5;goes15_xray_bkgd_flux_t4;goes15_xray_bkgd_flux_t3;goes15_xray_bkgd_flux_t2;goes15_xray_bkgd_flux_t1;z_component_wmfr_t5;z_component_wmfr_t4;z_component_wmfr_t3;z_component_wmfr_t2;z_component_wmfr_t1;p_component_wmfr_t5;p_component_wmfr_t4;p_component_wmfr_t3;p_component_wmfr_t2;p_component_wmfr_t1;c_component_wmfr_t5;c_component_wmfr_t4;c_component_wmfr_t3;c_component_wmfr_t2;c_component_wmfr_t1;mag_type_wmfr_t5;mag_type_wmfr_t4;mag_type_wmfr_t3;mag_type_wmfr_t2;mag_type_wmfr_t1;flare_t3do
-1.022256;-1.046043;-1.046043;-1.046043;-1.046043;-1.174403;-1.174403;-0.993841;-0.978794;-0.993841;-0.911686;-0.911686;-0.877311;-0.860123;-0.860123;-0.589715;-0.589715;-0.589715;-0.589715;-0.589715;-1.235247;-1.235247;-1.235247;-1.009329;-0.998322;-1.238181;-1.238181;-1.238181;-1.005711;-1.005711;-1.257428;-1.257428;-1.257428;-1.007044;-0.987804;-1.243321;-1.243321;-1.243321;-0.995428;-0.979955;0.000000
-0.713030;-0.808176;-0.831963;-0.879536;-0.903323;-0.000746;-0.361871;-0.407012;-0.512340;-1.008888;-0.567931;-0.756996;-0.688245;-0.808560;-0.860123;-0.546825;-0.546825;-0.546825;-0.546825;-0.546825;0.084278;0.058962;-0.206870;-0.203375;-0.302148;0.065445;0.097179;-0.183384;-0.215118;-0.285774;0.090692;0.090692;-0.217411;-0.198171;-0.255890;0.073508;0.073508;-0.220804;-0.205331;-0.251749;0.000000
0.119502;0.024355;0.048142;0.143288;0.262221;0.706458;0.811786;1.022442;0.691411;0.571036;0.136767;0.033640;-0.052298;-0.155425;-0.206988;-0.275189;-0.260893;-0.246596;-0.160816;-0.060740;0.477262;0.506691;0.451946;0.999059;0.655946;0.329650;0.332772;0.352135;0.868330;0.558998;0.613395;0.613395;0.613395;1.190913;0.668001;0.367465;0.336874;0.321401;0.848132;0.569294;1.000000
-0.261084;-0.213511;-0.047005;-0.070791;-0.094578;-0.136168;-0.121121;-0.000746;0.104582;-0.075981;-0.567931;-0.017923;0.102391;0.085204;-0.327303;-0.375266;-0.318079;-0.218003;-0.275189;-0.289486;-0.210365;0.044364;0.073175;0.073175;0.316994;-0.205869;0.049087;0.049087;0.263908;0.236561;-0.236651;0.071243;0.090483;0.052213;0.341077;-0.236276;0.027089;0.042562;0.042562;0.321401;1.000000
-1.164976;-1.164976;-1.188762;-1.164976;-1.164976;-1.174403;-1.174403;-1.174403;-1.174403;-1.174403;-0.911686;-0.911686;-0.911686;-0.911686;-0.911686;-0.589715;-0.589715;-0.589715;-0.589715;-0.589715;-1.235247;-1.235247;-1.235247;-1.235247;-1.235247;-1.238181;-1.238181;-1.238181;-1.238181;-1.238181;-1.257428;-1.257428;-1.257428;-1.257428;-1.257428;-1.243321;-1.243321;-1.243321;-1.243321;-1.243321;0.000000
1.166113;1.261259;1.332619;1.451552;1.499126;0.390473;1.037489;0.751598;2.346568;2.918350;0.910216;2.199298;1.958669;1.803979;1.907106;0.825650;0.654091;0.725574;0.825650;0.725574;0.124667;0.423134;0.777206;0.751793;1.478897;0.263908;0.544471;0.975535;1.209706;1.507919;0.343770;0.632425;1.136097;1.116857;1.498807;0.523984;0.771877;1.081308;0.645950;1.157563;1.000000
2.117578;1.736992;1.808352;1.618059;1.427766;1.654411;1.127770;1.127770;1.368521;1.789833;0.755526;0.566461;0.239893;0.446147;1.013342;6.544298;1.397515;0.968617;0.797057;0.439642;1.672946;1.530338;1.198946;1.137210;1.581487;1.448780;1.400727;1.312461;1.238800;1.641116;1.496113;1.476873;1.207249;1.130500;1.419364;1.374864;1.359391;1.096025;1.111144;1.389983;1.000000
0.642807;0.547661;0.428728;0.309795;0.428728;1.172911;1.082630;0.405520;0.510848;0.480754;0.566461;0.102391;0.239893;0.033640;0.188330;0.353862;0.268082;0.168006;0.025040;0.153709;0.484870;1.290681;1.035334;0.288334;0.499942;0.380839;1.286932;0.820199;0.074694;0.307165;0.436856;1.226279;0.937625;0.147992;0.417616;0.382938;1.592566;1.344674;0.570049;0.367465;1.000000
0.286008;0.119502;0.119502;0.000569;0.000569;-0.602622;-0.331778;-0.181309;-0.121121;0.224957;-0.567931;-0.688245;-0.791372;-0.636682;-0.671058;0.025040;-0.260893;-0.275189;-0.303782;-0.289486;0.748242;-0.411584;-0.210983;-0.276639;-0.221797;0.740372;-0.418977;-0.231476;-0.260206;-0.234560;0.822606;-0.467796;-0.217411;-0.198171;-0.178932;0.801714;-0.468697;-0.220804;-0.205331;-0.189858;1.000000
-0.284871;-0.332444;-0.118364;-0.118364;0.000569;-0.256543;-0.437106;-0.376918;0.345332;0.435614;-0.069486;-0.310115;-0.361678;-0.138237;-0.138237;-0.418155;-0.418155;-0.360969;-0.189409;-0.046443;-0.172069;-0.172069;-0.197385;-0.178058;0.576453;-0.438366;-0.226641;-0.226641;-0.205869;0.731971;-0.467796;-0.467796;-0.467796;-0.198171;0.629731;-0.002747;-0.422632;-0.422632;-0.159266;0.661423;1.000000
0.547661;0.333581;0.333581;0.357368;0.523874;0.375426;0.149723;0.300192;0.240004;0.270098;0.136767;-0.155425;-0.155425;0.205518;0.480522;-0.160816;0.825650;0.025040;0.625498;-0.146520;0.915119;0.925604;0.542721;0.601914;0.653782;0.680791;0.635820;0.329650;0.584606;0.607169;0.572013;0.629731;0.340867;0.591461;0.552982;0.568940;0.615358;0.336520;0.615358;0.538348;1.000000
-0.927109;-0.927109;-0.950896;-0.974683;-0.950896;-1.174403;-1.174403;-1.174403;-1.174403;-1.174403;-0.911686;-0.911686;-0.911686;-0.911686;-0.911686;-0.563981;-0.559692;-0.559692;-0.553973;-0.556833;-1.235247;-1.235247;-1.235247;-1.235247;-1.235247;-1.238181;-1.238181;-1.238181;-1.238181;-1.238181;-1.257428;-1.257428;-1.257428;-1.257428;-1.257428;-1.243321;-1.243321;-1.243321;-1.243321;-1.243321;0.000000
-0.998469;-0.998469;-0.998469;-0.998469;-0.974683;-1.174403;-1.174403;-0.963747;-1.008888;-1.008888;-0.911686;-0.911686;-0.877311;-0.877311;-0.894499;-0.589715;-0.589715;-0.589715;-0.589715;-0.589715;-1.235247;-1.235247;-1.235247;-0.976405;-0.979900;-1.238181;-1.238181;-1.238181;-0.980103;-0.980103;-1.257428;-1.257428;-1.257428;-0.987804;-1.007044;-1.243321;-1.243321;-1.243321;-0.979955;-0.995428;0.000000
-0.070791;-0.023218;0.071929;-0.023218;-0.023218;0.555989;0.375426;0.420567;0.149723;0.029348;-0.017923;-0.413241;-0.396054;-0.241364;-0.361678;-0.218003;-0.218003;-0.146520;-0.203706;-0.260893;0.357478;0.944217;0.583347;0.561526;0.295790;0.275352;0.810949;0.536513;0.558998;0.304043;0.379347;0.899355;0.648971;0.902258;0.613395;0.367465;0.832659;0.584766;0.646304;0.367465;0.000000
-0.094578;-0.165938;-0.047005;0.095715;0.024355;0.420567;0.601129;0.179816;0.962255;0.917114;0.686775;0.789902;0.618024;0.944591;0.686775;-0.346672;-0.318079;-0.318079;-0.260893;-0.303782;0.389498;0.378491;0.119650;-0.106268;0.152574;0.456244;0.478729;0.198166;-0.011820;0.268743;0.147992;0.128753;-0.140871;-0.391256;0.112416;0.150164;0.134691;0.291210;0.463202;0.726568;1.000000
-1.022256;-1.022256;-1.046043;-1.046043;-1.069829;-1.174403;-1.174403;-1.174403;-1.174403;-1.174403;-0.911686;-0.911686;-0.911686;-0.911686;-0.911686;-0.589715;-0.589715;-0.589715;-0.589715;-0.589715;-1.235247;-1.235247;-1.235247;-1.235247;-1.235247;-1.238181;-1.238181;-1.238181;-1.238181;-1.238181;-1.257428;-1.257428;-1.257428;-1.257428;-1.257428;-1.243321;-1.243321;-1.243321;-1.243321;-1.243321;0.000000
1.427766;1.285046;1.546699;1.713205;1.855925;1.880115;1.579177;1.308333;2.196099;2.376662;1.528975;1.357098;1.082094;1.563351;2.147734;1.254549;0.496828;0.411048;0.825650;0.968617;1.230966;1.672604;1.235079;1.238574;2.240920;1.297933;1.570578;1.108719;1.108719;2.061166;1.133403;1.457634;1.171673;1.152643;1.920342;1.298609;1.809868;0.924789;0.894197;1.916714;1.000000
2.093791;1.736992;1.618059;1.522912;1.641845;1.654411;1.413661;1.729646;1.338427;0.902067;1.838355;1.683665;1.821167;0.961779;0.961779;1.683448;0.668388;0.639794;0.496828;0.425345;1.575553;1.760322;1.575080;1.869996;0.827831;1.576822;1.618670;1.593024;2.009912;0.935713;1.691682;1.653412;1.691891;2.192660;1.133403;1.552740;1.552740;1.583686;2.079472;1.298609;1.000000
-0.831963;-0.927109;-0.950896;-0.974683;-0.950896;-0.813278;-0.933653;-1.008888;-1.174403;-1.008888;-0.653870;-0.842935;-0.894499;-0.911686;-0.825748;-0.446749;-0.489638;-0.496787;-0.469623;-0.403859;-0.469825;-0.976405;-0.979900;-1.009329;-1.235247;-0.492638;-0.957618;-0.957618;-1.005711;-1.238181;-0.448765;-0.949535;-1.007044;-1.007044;-1.257428;-0.484169;-0.979955;-0.995428;-0.995428;-1.243321;0.000000
-0.903323;-0.950896;-0.950896;-0.974683;-0.998469;-0.948700;-0.948700;-0.978794;-1.008888;-1.174403;-0.877311;-0.877311;-0.877311;-0.894499;-0.911686;-0.586855;-0.589715;-0.589715;-0.589715;-0.589715;-0.739481;-0.976405;-0.976405;-0.976405;-1.009329;-0.725147;-0.980103;-0.957618;-0.957618;-1.005711;-0.718180;-0.987804;-0.987804;-0.987804;-1.007044;-0.716590;-0.979955;-0.979955;-0.979955;-0.995428;0.000000
0.286008;0.143288;0.119502;-0.118364;-0.237298;0.315238;0.435614;0.209910;0.134676;-0.045887;0.068016;0.257081;0.033640;-0.172613;-0.361678;0.039336;-0.046443;-0.060740;-0.160816;-0.232299;0.656660;0.153478;0.390210;0.138976;0.320202;0.494731;0.023532;0.259086;0.026615;0.049087;0.668001;0.167232;0.379137;0.128753;0.052213;0.661423;0.165637;0.336520;0.042562;0.042562;1.000000
0.143288;0.119502;0.262221;0.286008;0.428728;0.405520;0.270098;-0.045887;-0.256543;-0.136168;-0.103862;-0.206988;-0.121049;-0.172613;-0.138237;-0.332376;-0.203706;0.039336;-0.003553;-0.046443;1.443951;0.591380;0.555057;0.106100;-0.061625;1.432540;0.565243;0.610213;0.142149;-0.138414;1.381094;0.552982;0.533743;0.071453;-0.159902;1.343918;0.538348;0.522875;0.058035;-0.205331;1.000000
0.048142;-0.094578;-0.165938;-0.094578;-0.070791;-0.557481;-0.662809;-0.557481;-0.497293;-0.136168;0.600836;0.497710;0.480522;0.480522;0.394583;-0.003553;-0.175113;-0.246596;-0.232299;-0.189409;-0.885288;-0.626446;-0.626446;-0.404024;-0.433453;-0.765282;-0.507204;-0.744497;-0.277817;-0.300341;-0.949535;-0.679910;-0.718180;-0.487035;-0.448765;-0.979955;-0.716590;-0.716590;-0.484169;-0.484169;1.000000
1.070966;1.380193;1.023393;0.999607;1.023393;1.067583;1.097677;0.977302;0.631223;0.977302;1.632102;1.391473;1.322722;0.841465;1.202408;0.082226;0.182303;0.168006;0.253786;0.382455;0.596849;1.100126;1.111655;0.629773;0.856308;0.566956;1.031937;1.128122;0.547593;0.805671;0.360107;1.133403;1.094924;0.613395;0.844540;0.771877;1.298609;1.267663;0.367465;1.019770;1.000000
-0.332444;-0.142151;-0.023218;-0.070791;0.048142;-0.557481;-0.437106;-0.075981;0.194863;0.495801;-0.447617;-0.258552;-0.327303;-0.327303;-0.241364;-0.146520;-0.089333;-0.032147;-0.075037;-0.146520;-0.230309;-0.371099;-0.345783;0.143089;0.375900;-0.489554;-0.396492;-0.441462;0.071611;0.281557;-0.487035;-0.467796;-0.429526;0.052213;0.321837;-0.484169;-0.422632;-0.422632;0.042562;0.305928;1.000000
0.071929;-0.094578;-0.165938;-0.142151;-0.237298;1.052536;1.037489;0.194863;0.134676;0.465707;0.549273;0.549273;0.308644;-0.000735;-0.017923;-0.332376;-0.275189;-0.332376;-0.360969;-0.303782;0.084182;0.838597;0.962639;0.357951;0.357951;0.286393;1.057505;0.913261;0.573175;1.022206;0.343770;1.133194;0.880116;0.340867;0.302598;0.104100;0.847778;0.863251;0.336520;0.290455;1.000000
2.022431;1.475339;1.308833;0.904460;0.547661;1.488896;1.639365;1.293286;1.067583;1.142817;2.474302;1.425849;0.858653;0.686775;0.325832;0.968617;1.111583;1.540481;1.540481;0.825650;1.572357;1.423247;1.497464;1.289721;1.161814;1.504797;1.057505;1.267490;1.024018;0.791508;1.402818;1.133403;1.188219;1.130500;0.899355;1.157209;0.878724;1.157563;1.065080;0.832659;1.000000
2.046218;2.403017;2.331657;2.284084;2.022431;2.135912;2.843116;1.985443;2.090771;1.488896;2.044608;1.993045;2.749306;2.714930;2.474302;0.968617;0.825650;2.970143;1.683448;0.968617;1.621305;1.657677;1.895219;1.791476;1.572357;1.378242;1.522485;1.975982;1.692297;1.504797;1.457843;1.457843;1.980545;1.438394;1.402818;1.466993;1.420928;1.714886;1.420575;1.157209;1.000000
0.309795;0.143288;0.262221;-0.118364;-0.142151;-0.106074;-0.256543;-0.497293;-0.482247;-0.391965;0.721151;1.133657;0.978967;0.635212;0.549273;0.282379;0.096523;0.325269;0.082226;0.210896;-0.626446;-0.452731;-0.485656;-0.711573;-0.485656;-0.510287;-0.510287;-0.532811;-0.765282;-0.532811;-0.445862;-0.445862;-0.699150;-0.715487;-0.465102;-0.250640;-0.250640;-0.266113;-0.514006;-0.266113;1.000000
-0.427590;-0.546524;-0.546524;-0.570310;-0.594097;-0.542434;-0.361871;-0.361871;-0.316731;-0.437106;0.308644;-0.224176;-0.774184;-0.688245;-0.653870;0.210896;-0.303782;-0.275189;-0.375266;-0.403859;-0.400528;-0.626446;-0.240316;-0.287646;-0.247210;-0.277817;-0.510287;-0.302080;-0.285774;-0.234599;-0.429526;-0.679910;-0.178932;-0.217411;-0.198171;-0.422632;-0.670525;-0.189858;-0.220804;-0.205331;1.000000
-1.117402;-1.117402;-1.141189;-1.117402;-1.117402;-1.174403;-1.174403;-1.174403;-1.174403;-1.008888;-0.911686;-0.911686;-0.911686;-0.911686;-0.894499;-0.589715;-0.589715;-0.589715;-0.589715;-0.589715;-0.979900;-1.235247;-1.235247;-1.235247;-1.235247;-0.983186;-1.238181;-1.238181;-1.238181;-1.238181;-1.007044;-1.257428;-1.257428;-1.257428;-1.257428;-0.995428;-1.243321;-1.243321;-1.243321;-1.243321;0.000000
3.901574;3.806428;3.996721;3.687495;3.592348;3.565366;3.640601;3.008631;3.023678;2.346568;4.519645;4.004012;3.918073;3.677445;2.921183;1.969380;2.970143;2.112346;1.969380;2.112346;2.974631;3.181113;3.086404;2.970026;3.046586;2.800022;3.171935;3.146328;2.894494;3.101357;2.558064;3.039802;3.001323;3.004017;3.235162;3.127452;3.592646;3.561700;3.344399;3.576819;1.000000
-0.570310;-0.570310;-0.403804;-0.332444;-0.284871;-0.722997;-0.888513;-0.361871;-0.196356;-0.060934;-0.567931;-0.567931;-0.344490;-0.481992;-0.378866;-0.432452;-0.432452;-0.346672;-0.360969;-0.189409;-0.262329;-0.750487;-0.976405;-0.480639;-0.287646;-0.282691;-0.532811;-0.765282;-0.277817;-0.302080;-0.217411;-0.737420;-0.987804;-0.448556;-0.217411;-0.220804;-0.732062;-0.771133;0.012726;-0.159266;1.000000
-0.641670;-0.546524;-0.689243;-0.736817;-0.736817;-0.391965;-0.557481;-0.587575;-0.497293;-0.677856;-0.035111;0.085204;-0.086674;-0.413241;-0.378866;-0.533958;-0.519661;-0.531099;-0.513943;-0.513943;-0.269223;-0.236299;-0.458818;-0.462217;-0.243289;-0.061652;0.198166;-0.528332;-0.460851;-0.270254;-0.236651;-0.179141;-0.429526;-0.467796;-0.255890;-0.236276;-0.220804;-0.468697;-0.468697;-0.251749;1.000000
-0.641670;-0.760603;-0.736817;-0.617883;-0.641670;-0.948700;-0.963747;-0.843372;-0.662809;-0.753091;-0.860123;-0.860123;-0.774184;-0.619494;-0.585119;-0.532528;-0.536817;-0.511083;-0.499646;-0.468194;-0.725171;-0.951088;-0.951088;-0.724553;-0.495141;-0.747633;-0.983186;-0.980103;-0.677055;-0.444584;-0.699150;-0.987804;-0.987804;-0.756659;-0.487035;-0.732062;-0.979955;-0.979955;-0.747535;-0.484169;1.000000
1.237473;1.142326;1.070966;1.189900;1.070966;1.699552;1.187958;0.616176;1.097677;1.774787;1.718041;1.546163;0.961779;1.477412;1.511787;0.639794;1.254549;0.825650;0.382455;0.382455;1.465917;1.732174;1.395195;0.913931;1.254405;1.788482;1.924802;1.940683;0.632737;1.174462;1.457634;1.765318;1.188010;0.648971;1.168979;1.598805;1.622403;1.172682;0.676896;1.561975;1.000000
-0.189724;-0.237298;-0.308657;-0.308657;-0.308657;-0.091028;0.255051;-0.106074;-0.602622;-0.256543;-0.430429;-0.421835;-0.499180;-0.567931;-0.516368;-0.318079;-0.346672;-0.346672;-0.346672;-0.346672;0.011632;-0.017797;0.474474;-0.006983;-0.695742;0.020396;0.020357;0.485338;-0.002128;-0.699540;0.071453;0.071453;0.591461;0.032974;-0.737420;0.058035;0.058035;0.569294;0.027089;-0.732062;1.000000
-1.069829;-1.069829;-1.069829;-1.069829;-1.046043;-1.174403;-1.174403;-1.174403;-1.174403;-1.174403;-0.911686;-0.911686;-0.911686;-0.911686;-0.911686;-0.589715;-0.589715;-0.589715;-0.589715;-0.589715;-1.235247;-1.235247;-1.235247;-1.235247;-1.235247;-1.238181;-1.238181;-1.238181;-1.238181;-1.238181;-1.257428;-1.257428;-1.257428;-1.257428;-1.257428;-1.243321;-1.243321;-1.243321;-1.243321;-1.243321;0.000000
0.714167;1.023393;1.308833;1.570485;1.570485;-0.030840;0.917114;1.880115;1.218052;1.834974;0.102391;0.274269;0.841465;1.116469;1.443036;0.268082;0.825650;0.968617;0.825650;1.254549;0.486058;0.201282;0.656612;0.980588;0.638293;0.566995;0.263908;0.751334;1.054383;0.784899;0.827994;0.305291;0.863570;1.405721;1.196300;0.321047;0.073154;0.630477;1.344674;0.833415;1.000000
-0.927109;-0.950896;-0.974683;-0.950896;-0.974683;-1.174403;-1.174403;-1.174403;-1.174403;-1.174403;-0.911686;-0.911686;-0.911686;-0.911686;-0.911686;-0.589715;-0.589715;-0.589715;-0.589715;-0.589715;-0.998322;-1.235247;-1.235247;-1.235247;-1.235247;-1.005711;-1.238181;-1.238181;-1.238181;-1.238181;-0.987804;-1.257428;-1.257428;-1.257428;-1.257428;-0.979955;-1.243321;-1.243321;-1.243321;-1.243321;0.000000
1.665632;1.998645;2.403017;2.664670;2.450590;0.224957;0.631223;0.676364;0.721504;1.037489;3.264939;3.883698;4.450894;4.399331;3.935261;1.254549;1.540481;1.540481;1.254549;1.683448;0.061457;0.064856;0.090268;0.374426;0.370931;0.005869;0.005830;0.031437;0.289515;0.289515;0.074146;0.074146;0.093386;0.363010;0.343770;0.260619;0.260619;0.276091;0.585522;0.570049;1.000000
0.309795;0.381155;0.381155;0.619021;0.381155;0.014301;0.134676;-0.106074;-0.166262;-0.136168;-0.017923;-0.000735;-0.069486;-0.121049;-0.069486;-0.075037;0.096523;0.153709;-0.146520;0.696981;0.261962;0.276464;0.505876;0.015127;0.008137;0.045965;0.215815;0.445203;0.212732;0.209649;0.071243;0.109722;0.341077;0.090692;0.052213;0.027089;0.058035;0.321401;0.073508;0.042562;1.000000
-0.903323;-0.784390;-0.736817;-0.570310;-0.522737;-0.963747;-0.873466;-0.798231;-0.647762;-0.647762;-0.842935;-0.791372;-0.688245;-0.396054;-0.396054;-0.559692;-0.513943;-0.496787;-0.461045;-0.446749;-0.998322;-0.998322;-0.976405;-0.885288;-0.951088;-1.005711;-1.005711;-0.983186;-0.957618;-0.999492;-0.987804;-0.987804;-0.949535;-0.987804;-0.715487;-0.979955;-0.979955;-0.979955;-0.979955;-0.979955;1.000000
-0.403804;-0.427590;-0.427590;-0.498950;-0.498950;-0.918606;-0.948700;-0.978794;-0.813278;-0.768137;0.033640;-0.086674;-0.121049;-0.121049;-0.258552;-0.360969;-0.375266;-0.389562;-0.375266;-0.389562;-0.484134;-0.976405;-0.976405;-0.979900;-0.742976;-0.508943;-0.999492;-0.999492;-0.999492;-0.767021;-0.467796;-0.987804;-0.987804;-1.007044;-0.737420;-0.468697;-0.979955;-0.979955;-0.995428;-0.732062;1.000000
-0.451377;-0.475164;-0.380017;-0.142151;0.119502;-0.738044;-0.753091;-0.181309;0.194863;0.164770;-0.842935;-0.756996;-0.653870;-0.275739;0.996155;-0.446749;-0.389562;-0.403859;-0.260893;0.196599;-0.772405;-0.761398;-0.666930;0.019047;0.051354;-0.773240;-0.773240;-0.728191;0.071572;0.071572;-0.737420;-0.718180;-0.718180;0.032974;0.343770;-0.732062;-0.716590;-0.716590;0.027089;0.058035;1.000000
0.119502;0.143288;0.404941;0.785527;0.975820;0.450660;0.525895;0.932161;1.564130;2.045631;-0.258552;-0.155425;-0.224176;0.446147;1.322722;-0.289486;-0.332376;-0.175113;-0.017850;0.368159;0.211671;0.754671;0.550671;0.998345;1.202392;0.068450;0.581523;0.329689;0.820199;1.338068;0.109722;0.610701;0.360316;0.918595;1.245728;0.058035;0.584766;0.336874;0.848132;1.126971;1.000000
-0.165938;-0.213511;-0.332444;-0.403804;-0.475164;-0.241496;-0.482247;-0.692903;-0.662809;-0.542434;-0.327303;-0.310115;-0.378866;-0.206988;-0.224176;-0.175113;-0.260893;-0.360969;-0.346672;-0.332376;0.310100;0.106100;-0.491646;-0.739481;-0.498636;0.326528;0.334485;-0.252248;-0.767021;-0.508943;0.321837;0.071453;-0.467796;-0.718180;-0.506275;0.398057;0.150164;-0.422632;-0.670525;-0.499642;1.000000
-0.879536;-0.903323;-0.784390;-0.736817;-0.570310;-0.948700;-0.963747;-0.873466;-0.798231;-0.647762;-0.774184;-0.842935;-0.791372;-0.688245;-0.396054;-0.545395;-0.559692;-0.513943;-0.496787;-0.461045;-1.235247;-0.998322;-0.998322;-0.976405;-0.885288;-1.238181;-1.005711;-1.005711;-0.983186;-0.957618;-1.257428;-0.987804;-0.987804;-0.949535;-0.987804;-1.243321;-0.979955;-0.979955;-0.979955;-0.979955;1.000000
-1.117402;-1.141189;-1.164976;-1.164976;-1.141189;-1.174403;-1.174403;-1.174403;-1.174403;-1.174403;-0.911686;-0.911686;-0.911686;-0.911686;-0.911686;-0.589715;-0.589715;-0.589715;-0.589715;-0.589715;-1.235247;-1.235247;-1.235247;-1.235247;-1.235247;-1.238181;-1.238181;-1.238181;-1.238181;-1.238181;-1.257428;-1.257428;-1.257428;-1.257428;-1.257428;-1.243321;-1.243321;-1.243321;-1.243321;-1.243321;0.000000
-0.356231;-0.284871;-0.380017;-0.594097;-0.736817;0.194863;-0.136168;-0.121121;-0.497293;-0.482247;0.325832;-0.069486;-0.017923;-0.292927;-0.224176;0.368159;-0.189409;-0.218003;-0.403859;-0.478201;-0.098614;-0.127426;-0.382772;-0.345783;-0.629941;0.012048;-0.157803;-0.438366;-0.460851;-0.484719;0.131656;-0.159902;-0.410286;-0.429526;-0.699150;-0.189858;-0.205331;-0.453224;-0.422632;-0.670525;0.000000
-0.047005;-0.070791;0.000569;-0.094578;-0.094578;0.616176;0.315238;0.646270;0.209910;0.089535;-0.189801;-0.052298;0.188330;-0.035111;-0.121049;-0.132223;-0.103630;-0.132223;-0.218003;-0.232299;0.550519;0.437636;0.364845;0.912006;0.427247;0.533430;0.349052;0.374620;0.887693;0.400228;0.883019;0.904952;0.904743;0.918386;0.360107;0.584766;0.429003;0.444122;0.909316;0.305928;1.000000
0.737954;0.547661;0.666594;0.690381;0.737954;0.405520;0.676364;0.345332;-0.181309;0.480754;0.789902;0.875840;0.532085;0.102391;0.463334;0.396752;0.067930;0.210896;0.225192;0.325269;0.106100;0.156732;0.666808;0.408825;0.131416;0.074694;0.523738;0.760675;0.265291;0.055305;0.382040;0.147992;0.629731;0.341077;0.109722;0.058035;0.058035;0.569294;0.321401;0.058035;1.000000
-0.070791;0.095715;0.143288;0.262221;0.880674;0.044394;-0.106074;0.014301;-0.030840;0.044394;-0.292927;-0.378866;-0.361678;-0.310115;0.016453;-0.303782;-0.318079;-0.218003;-0.260893;-0.232299;0.259467;0.237549;-0.006790;0.175196;-0.050722;0.278474;0.214076;0.190208;0.162861;-0.050220;0.321837;0.321837;0.090692;0.302598;0.052213;0.305928;0.305928;0.073508;0.290455;0.088627;1.000000
-0.974683;-0.974683;-0.974683;-0.998469;-0.998469;-1.008888;-0.813278;-1.008888;-1.008888;-1.008888;-0.756996;-0.722621;-0.722621;-0.722621;-0.739809;-0.539677;-0.541106;-0.542536;-0.541106;-0.541106;-0.979900;-0.979900;-0.721058;-0.979900;-0.979900;-0.980103;-0.980103;-0.725108;-0.980103;-0.980103;-1.007044;-1.007044;-0.737420;-1.007044;-1.007044;-0.995428;-0.995428;-0.732062;-0.995428;-0.995428;0.000000
0.071929;0.071929;0.048142;0.143288;0.238435;0.480754;0.134676;0.089535;-0.407012;-0.196356;-0.052298;-0.344490;-0.361678;-0.292927;-0.224176;-0.218003;-0.246596;-0.218003;-0.246596;-0.103630;-0.123931;0.590859;0.536635;0.448965;-0.436900;-0.115929;0.610213;0.584606;0.462853;-0.418977;-0.178932;0.591461;0.552982;0.533743;-0.429526;-0.143793;0.569294;0.538348;0.522875;-0.468697;1.000000
-0.023218;-0.070791;-0.118364;-0.142151;0.024355;0.435614;-0.060934;0.646270;0.510848;0.029348;0.257081;0.068016;-0.017923;-0.121049;-0.275739;-0.389562;-0.332376;-0.260893;-0.075037;-0.303782;0.102605;0.685889;0.252477;1.178160;1.238992;0.244558;0.701503;0.284654;1.192051;0.979009;0.052213;0.803367;0.283358;1.323376;1.072991;0.042562;0.786241;0.274982;1.297500;1.049607;1.000000
-1.117402;-1.093616;-1.117402;-1.117402;-1.093616;-1.174403;-1.174403;-1.174403;-1.174403;-1.174403;-0.911686;-0.911686;-0.911686;-0.911686;-0.911686;-0.589715;-0.589715;-0.589715;-0.589715;-0.589715;-1.235247;-1.235247;-1.235247;-1.235247;-1.235247;-1.238181;-1.238181;-1.238181;-1.238181;-1.238181;-1.257428;-1.257428;-1.257428;-1.257428;-1.257428;-1.243321;-1.243321;-1.243321;-1.243321;-1.243321;0.000000
1.808352;1.713205;1.713205;1.784565;1.808352;2.226193;2.090771;2.572272;2.497037;2.512084;1.357098;1.357098;1.563351;1.872730;2.921183;0.282379;3.113109;0.282379;0.468235;1.111583;3.387252;2.822239;3.052887;3.474530;2.742128;3.492633;3.078872;3.336989;3.840657;3.101357;3.344793;2.690527;2.921672;3.441680;2.709766;3.622482;2.644920;2.877341;3.435018;2.660393;1.000000
-0.118364;-0.308657;-0.380017;-0.546524;-0.617883;0.164770;0.209910;-0.015793;-0.301684;-0.738044;0.033640;-0.275739;-0.585119;-0.705433;-0.808560;-0.203706;-0.218003;-0.289486;-0.046443;-0.461045;-0.185370;-0.276487;-0.190491;-0.265632;-0.287646;-0.418977;-0.444545;-0.467069;-0.260206;-0.260206;-0.137968;-0.176238;-0.372017;-0.140662;-0.217411;-0.453224;-0.453224;-0.453224;-0.189858;-0.220804;1.000000
